age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Years_as_customer,vehicle_age,adjusted_csl,adjusted_deductible,adjusted_annual_premium,adjusted_additional_services,loss_amount,weekday,month,policy_bind_year
39.0,935442,2010-11-20,OH,250/500,500.0,1365.46,4000000,466634,Male,College,Armed-Forces,Sleeping,Unmarried,0.0,-56600,2015-02-05,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,No,2,1,No,44280.0,4920.0,4920.0,34440.0,Chevrolet,Silverado,2008,N,Adult,14,16,500/1000,1500,1365.46,[],42914.54,Thursday,February,2010
37.0,106873,1998-08-28,IL,500/1000,1000.0,894.4,0,446435,Male,Associate,Tech-Support,Camping,Wife,0.0,-53700,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,1,Yes,2,0,No,70290.0,7810.0,7810.0,54670.0,Dodge,RAM,1999,N,Adult,13,25,500/1000,1500,894.4,[],69395.6,Wednesday,January,1998
30.0,563878,2002-07-16,IN,250/500,500.0,956.69,0,438237,Female,Associate,Priv-House-Serv,Movies,Husband,39600.0,-64300,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,Unknown,1,1,Yes,87100.0,8710.0,8710.0,69680.0,Saab,92x,2000,N,Adult,10,24,500/1000,1500,956.69,[],86143.31,Friday,February,2002
35.0,620855,1990-04-29,IN,500/1000,2000.0,1123.89,0,468313,Male,MD,Priv-House-Serv,Video-Games,Unmarried,35400.0,-49200,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,Unknown,1,3,Unknown,50380.0,4580.0,4580.0,41220.0,Suburu,Forrestor,1996,N,Adult,17,28,500/1000,1500,1123.89,[],49256.11,Wednesday,January,1990
45.0,583169,1998-02-01,IL,100/300,500.0,1085.03,0,476303,Female,JD,Sales,Cross-Fit,Wife,0.0,-61000,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,3,Yes,2,2,No,64800.0,12960.0,6480.0,45360.0,Audi,A3,2014,Y,Adult,24,10,500/1000,1500,1085.03,[],63714.97,Sunday,March,1998
42.0,337677,2008-07-20,OH,100/300,2000.0,1437.33,0,450339,Female,Associate,Craft-Repair,Movies,Wife,25000.0,0,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,1,Yes,1,3,No,70400.0,12800.0,12800.0,44800.0,BMW,3 Series,2000,N,Adult,24,24,500/1000,1500,1437.33,[],68962.67,Tuesday,February,2008
26.0,445973,1998-11-13,IL,250/500,1000.0,988.29,0,476502,Male,College,Armed-Forces,Skydiving,Own-Child,0.0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,Unknown,2,2,Yes,57860.0,0.0,10520.0,47340.0,Suburu,Impreza,2008,Y,Young Adult,5,16,250/500,1000,1185.9479999999999,['roadside assistance'],56871.71,Monday,February,1998
47.0,156694,2001-05-24,IL,500/1000,500.0,1238.89,0,600561,Male,Masters,Protective-Serv,Sleeping,Other-Relative,0.0,0,2015-01-31,Vehicle Theft,Unknown,Minor Damage,None,WV,Northbend,9154 MLK Hwy,3,1,Unknown,0,3,No,6240.0,960.0,960.0,4320.0,Ford,Fusion,2011,N,Adult,27,13,500/1000,1500,1238.89,[],5001.11,Saturday,January,2001
38.0,421940,2014-06-03,IN,100/300,1000.0,1384.64,5000000,600754,Female,Associate,Tech-Support,Board-Games,Unmarried,0.0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,Unknown,2,3,No,66600.0,16650.0,11100.0,38850.0,Jeep,Grand Cherokee,2012,Y,Adult,18,12,500/1000,1500,1384.64,[],65215.36,Friday,January,2014
28.0,613226,1991-08-22,IN,100/300,2000.0,1595.07,0,439304,Male,PhD,Transport-Moving,Hiking,Unmarried,75800.0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,Yes,0,2,Yes,70920.0,11820.0,11820.0,47280.0,Jeep,Wrangler,2002,N,Young Adult,7,22,250/500,1000,1914.0839999999998,['roadside assistance'],69324.93,Monday,February,1991
56.0,804410,1998-12-12,OH,250/500,1000.0,1127.89,6000000,460722,Male,Associate,Machine-Op-Inspct,Skydiving,Own-Child,67400.0,-43800,2015-01-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,Yes,2,0,Yes,39480.0,6580.0,6580.0,26320.0,Suburu,Forrestor,2002,N,Senior,35,22,750/1500,2000,902.3120000000001,['rental car coverage'],38352.11,Wednesday,January,1998
43.0,553565,1999-02-18,IN,500/1000,2000.0,929.7,6000000,618632,Female,PhD,Handlers-Cleaners,Base-Jumping,Husband,46400.0,-74300,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,3834 Pine St,12,1,Unknown,2,2,Yes,63240.0,10540.0,5270.0,47430.0,Mercedes,E400,2005,N,Adult,21,19,500/1000,1500,929.7,[],62310.3,Wednesday,January,1999
34.0,399524,1997-10-30,IL,100/300,1000.0,1829.63,0,452204,Male,JD,Tech-Support,Cross-Fit,Not-In-Family,56700.0,0,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,21,3,Yes,1,0,Unknown,67650.0,12300.0,6150.0,49200.0,Audi,A5,2009,N,Adult,1,15,500/1000,1500,1829.63,[],65820.37,Tuesday,February,1997
39.0,331595,1999-11-29,IL,100/300,1000.0,904.7,7000000,454530,Female,MD,Craft-Repair,Bungie-Jumping,Unmarried,68600.0,-22300,2015-02-17,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,7460 Apache Lane,0,1,Unknown,1,3,No,74200.0,14840.0,14840.0,44520.0,Accura,TL,2002,Y,Adult,19,22,500/1000,1500,904.7,[],73295.3,Tuesday,February,1999
43.0,380067,2013-07-07,OH,500/1000,1000.0,1243.84,0,474848,Female,JD,Tech-Support,Polo,Own-Child,47900.0,-73400,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,5771 Sky Ave,22,1,Yes,1,3,No,64900.0,12980.0,12980.0,38940.0,Volkswagen,Jetta,2011,N,Adult,20,13,500/1000,1500,1243.84,[],63656.16,Friday,January,2013
44.0,701521,2003-07-05,IL,500/1000,2000.0,1030.95,0,435985,Female,Associate,Machine-Op-Inspct,Paintball,Other-Relative,47200.0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,2865 Maple Lane,20,3,Unknown,1,0,No,35900.0,7180.0,3590.0,25130.0,Audi,A3,2007,Y,Adult,22,17,500/1000,1500,1030.95,[],34869.05,Tuesday,February,2003
26.0,360770,2005-09-21,IN,100/300,500.0,1285.03,3000000,457942,Female,High School,Craft-Repair,Camping,Unmarried,0.0,-41500,2015-02-03,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,8940 Elm Ave,0,1,No,1,3,Unknown,52200.0,5220.0,10440.0,36540.0,Honda,CRV,2011,N,Young Adult,5,13,250/500,1000,1542.0359999999998,['roadside assistance'],50914.97,Tuesday,February,2005
57.0,958785,1995-02-18,OH,100/300,500.0,1216.56,0,436522,Male,Masters,Adm-Clerical,Skydiving,Own-Child,67400.0,-83200,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,20,1,Unknown,0,2,No,78000.0,6500.0,13000.0,58500.0,Suburu,Forrestor,2000,N,Senior,39,24,750/1500,2000,973.248,['rental car coverage'],76783.44,Saturday,January,1995
27.0,797934,1999-04-07,IN,500/1000,2000.0,966.26,0,471704,Female,High School,Adm-Clerical,Base-Jumping,Own-Child,56400.0,-32800,2015-02-06,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,Yes,0,0,Unknown,67200.0,6720.0,6720.0,53760.0,Volkswagen,Passat,1995,N,Young Adult,6,29,250/500,1000,1159.512,['roadside assistance'],66233.74,Friday,February,1999
43.0,883980,2014-12-13,OH,100/300,500.0,1203.17,0,455810,Female,MD,Prof-Specialty,Golf,Unmarried,56700.0,-65600,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,No,0,0,Unknown,63250.0,11500.0,5750.0,46000.0,Nissan,Ultima,1997,N,Adult,21,27,500/1000,1500,1203.17,[],62046.83,Friday,February,2014
37.0,340614,1997-06-01,IL,250/500,2000.0,1212.12,0,446544,Female,MD,Craft-Repair,Paintball,Not-In-Family,65600.0,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,3,Yes,1,1,Yes,68760.0,11460.0,5730.0,51570.0,Ford,Fusion,1995,N,Adult,19,29,500/1000,1500,1212.12,[],67547.88,Thursday,January,1997
28.0,435784,2013-07-13,OH,250/500,1000.0,1573.93,0,461919,Male,College,Other-Service,Movies,Other-Relative,30400.0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9397 Francis St,20,3,Yes,0,2,Unknown,65040.0,10840.0,10840.0,43360.0,Suburu,Impreza,2010,N,Young Adult,9,14,250/500,1000,1888.716,['roadside assistance'],63466.07,Wednesday,January,2013
33.0,563837,2002-12-30,IL,100/300,1000.0,1609.67,0,470128,Male,College,Adm-Clerical,Yachting,Wife,0.0,-13200,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,4907 Andromedia Drive,22,1,Unknown,1,3,Unknown,82800.0,20700.0,13800.0,48300.0,Jeep,Grand Cherokee,2004,Y,Adult,14,20,500/1000,1500,1609.67,[],81190.33,Tuesday,January,2002
44.0,200827,1997-02-28,OH,500/1000,500.0,1097.57,0,462836,Male,PhD,Priv-House-Serv,Basketball,Unmarried,0.0,0,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,No,1,0,Yes,61700.0,6170.0,6170.0,49360.0,Saab,93,2005,N,Adult,24,19,500/1000,1500,1097.57,[],60602.43,Saturday,February,1997
61.0,533941,1998-06-18,IN,250/500,2000.0,1618.65,2000000,475407,Female,Associate,Transport-Moving,Polo,Unmarried,0.0,-42600,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,Yes,2,1,Yes,78100.0,15620.0,7810.0,54670.0,Chevrolet,Tahoe,1997,Y,Senior,37,27,750/1500,2000,1294.92,['rental car coverage'],76481.35,Wednesday,February,1998
24.0,265026,1996-02-08,IN,100/300,500.0,922.67,0,473611,Female,College,Priv-House-Serv,Paintball,Other-Relative,47400.0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,Yes,2,1,Unknown,65520.0,9360.0,9360.0,46800.0,Toyota,Highlander,2011,Y,Young Adult,5,13,250/500,1000,1107.204,['roadside assistance'],64597.33,Monday,January,1996
30.0,354481,2004-11-17,IN,100/300,1000.0,1342.02,0,608425,Male,MD,Prof-Specialty,Polo,Own-Child,0.0,0,2015-02-28,Parked Car,Unknown,Trivial Damage,None,VA,Arlington,6317 Best St,8,1,Yes,0,2,No,4500.0,450.0,450.0,3600.0,Saab,93,1999,N,Adult,12,25,500/1000,1500,1342.02,[],3157.98,Saturday,February,2004
41.0,566720,2012-10-25,OH,100/300,500.0,1195.01,0,476227,Female,Associate,Sales,Reading,Own-Child,60700.0,-54300,2015-01-08,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,3,No,0,2,Unknown,42700.0,0.0,6100.0,36600.0,Mercedes,ML350,2011,Y,Adult,23,13,500/1000,1500,1195.01,[],41504.99,Thursday,January,2012
46.0,832746,2006-04-13,OH,500/1000,1000.0,994.74,0,452701,Female,High School,Adm-Clerical,Polo,Own-Child,0.0,-55300,2015-01-25,Parked Car,Unknown,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,1,No,2,2,Yes,5580.0,620.0,620.0,4340.0,Volkswagen,Passat,2005,Y,Adult,24,19,500/1000,1500,994.74,[],4585.26,Sunday,January,2006
31.0,386690,2006-02-21,IN,100/300,1000.0,1050.24,0,456789,Female,Masters,Adm-Clerical,Chess,Wife,30700.0,0,2015-02-26,Parked Car,Unknown,Minor Damage,None,NC,Arlington,5480 3rd Ridge,7,1,Unknown,0,0,No,3600.0,360.0,720.0,2520.0,BMW,X5,2013,Y,Adult,13,11,500/1000,1500,1050.24,[],2549.76,Thursday,February,2006
36.0,979285,2003-12-17,IL,250/500,2000.0,1313.51,7000000,600904,Female,Masters,Exec-Managerial,Dancing,Own-Child,68500.0,0,2015-02-03,Vehicle Theft,Unknown,Trivial Damage,None,SC,Northbrook,8864 Tree Ridge,9,1,Unknown,2,0,Unknown,2800.0,280.0,280.0,2240.0,Volkswagen,Passat,2015,N,Adult,12,9,500/1000,1500,1313.51,[],1486.49,Tuesday,February,2003
47.0,594722,1999-07-31,OH,500/1000,2000.0,1102.29,0,450889,Female,Associate,Adm-Clerical,Hiking,Own-Child,73000.0,-37900,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,No,1,0,Yes,54000.0,6000.0,6000.0,42000.0,Toyota,Highlander,1996,N,Adult,24,28,500/1000,1500,1102.29,[],52897.71,Saturday,January,1999
19.0,216738,2014-08-05,IN,250/500,1000.0,1185.78,0,478837,Female,JD,Craft-Repair,Yachting,Wife,0.0,-60700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,1,Unknown,0,2,Unknown,48950.0,4450.0,8900.0,35600.0,Accura,TL,2011,Y,Young Adult,0,13,250/500,1000,1422.936,['roadside assistance'],47764.22,Sunday,February,2014
47.0,369048,2011-06-05,IL,500/1000,500.0,1527.95,0,611322,Male,PhD,Exec-Managerial,Hiking,Other-Relative,69400.0,0,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,4,Yes,0,1,Unknown,77800.0,15560.0,15560.0,46680.0,Dodge,RAM,2002,N,Adult,25,22,500/1000,1500,1527.95,[],76272.05,Saturday,February,2011
57.0,514424,1992-10-11,IN,100/300,1000.0,1366.39,0,438180,Male,High School,Protective-Serv,Exercise,Other-Relative,0.0,-22400,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,7121 Rock St,22,3,Yes,2,1,No,52560.0,11680.0,5840.0,35040.0,Saab,93,1995,N,Senior,33,29,750/1500,2000,1093.112,['rental car coverage'],51193.61,Friday,January,1992
41.0,954191,2010-02-17,OH,500/1000,1000.0,1403.9,0,449793,Female,PhD,Farming-Fishing,Dancing,Own-Child,0.0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,9067 Texas Ave,16,2,Unknown,1,2,Yes,44110.0,4010.0,8020.0,32080.0,Honda,Accord,2015,N,Adult,22,9,500/1000,1500,1403.9,[],42706.1,Saturday,January,2010
30.0,150181,2007-05-06,IL,500/1000,2000.0,927.23,0,450730,Female,PhD,Sales,Video-Games,Husband,51500.0,0,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,9245 Weaver Ridge,7,1,No,1,3,Unknown,74360.0,13520.0,6760.0,54080.0,Suburu,Forrestor,2009,N,Adult,10,15,500/1000,1500,927.23,[],73432.77,Tuesday,January,2007
31.0,388671,1997-05-01,OH,250/500,2000.0,1554.86,6000000,608758,Female,JD,Armed-Forces,Base-Jumping,Wife,59000.0,0,2015-02-16,Parked Car,Unknown,Minor Damage,None,WV,Arlington,4585 Francis Ave,2,1,Yes,1,2,Unknown,6120.0,680.0,680.0,4760.0,Honda,Civic,2002,Y,Adult,11,22,500/1000,1500,1554.86,[],4565.14,Monday,February,1997
53.0,457244,1998-01-28,IL,500/1000,2000.0,736.07,6000000,445339,Male,College,Transport-Moving,Chess,Unmarried,45700.0,0,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,4,Unknown,0,0,Yes,62280.0,5190.0,10380.0,46710.0,Suburu,Forrestor,2012,N,Senior,34,12,750/1500,2000,588.8560000000001,['rental car coverage'],61543.93,Wednesday,February,1998
44.0,206667,1993-05-05,IL,250/500,1000.0,974.16,6000000,438328,Female,Masters,Sales,Reading,Other-Relative,0.0,-56800,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,3,Unknown,1,0,Yes,26730.0,4860.0,4860.0,17010.0,Volkswagen,Jetta,2006,N,Adult,26,18,500/1000,1500,974.16,[],25755.84,Saturday,February,1993
29.0,745200,1994-08-06,OH,500/1000,500.0,973.8,0,479913,Female,Associate,Craft-Repair,Exercise,Own-Child,0.0,-85900,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9105 Tree Lane,9,1,Unknown,1,0,No,66200.0,6620.0,6620.0,52960.0,Dodge,Neon,2013,N,Young Adult,6,11,250/500,1000,1168.56,['roadside assistance'],65226.2,Friday,January,1994
26.0,412703,2014-11-14,OH,100/300,2000.0,1260.32,6000000,460760,Male,JD,Other-Service,Polo,Not-In-Family,0.0,-79800,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,2299 Britain Drive,16,1,Unknown,1,2,Unknown,45500.0,9100.0,4550.0,31850.0,Toyota,Corolla,2009,N,Young Adult,2,15,250/500,1000,1512.3839999999998,['roadside assistance'],44239.68,Saturday,February,2014
41.0,736771,1991-12-14,IN,100/300,1000.0,1464.03,0,444797,Male,JD,Transport-Moving,Sleeping,Own-Child,0.0,0,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,1914 Francis St,19,3,Unknown,2,0,Unknown,53040.0,4420.0,4420.0,44200.0,Audi,A3,2006,N,Adult,19,18,500/1000,1500,1464.03,[],51575.97,Sunday,February,1991
32.0,347984,2009-10-21,OH,100/300,2000.0,617.11,0,436711,Male,College,Other-Service,Reading,Other-Relative,0.0,-54100,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,6658 Weaver St,14,3,Unknown,1,2,No,50800.0,10160.0,5080.0,35560.0,Mercedes,E400,2013,Y,Adult,13,11,500/1000,1500,617.11,[],50182.89,Friday,January,2009
41.0,626074,1997-09-29,IN,250/500,2000.0,1724.46,6000000,432491,Female,Associate,Craft-Repair,Sleeping,Own-Child,81800.0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,1985 5th Ave,18,3,Unknown,1,3,Unknown,44200.0,4420.0,4420.0,35360.0,Audi,A5,2014,N,Adult,22,10,500/1000,1500,1724.46,[],42475.54,Tuesday,January,1997
34.0,218109,2003-12-31,IL,500/1000,500.0,1161.31,0,617527,Female,PhD,Exec-Managerial,Base-Jumping,Other-Relative,64800.0,-24300,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,1707 Sky Ave,23,1,Yes,1,3,Unknown,62920.0,11440.0,5720.0,45760.0,Chevrolet,Malibu,2012,N,Adult,3,12,500/1000,1500,1161.31,[],61758.69,Wednesday,January,2003
29.0,999435,2008-01-01,OH,250/500,2000.0,1091.73,0,601213,Male,PhD,Exec-Managerial,Golf,Not-In-Family,36100.0,-42300,2015-01-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,6456 Andromedia Drive,15,3,Unknown,0,2,Yes,49950.0,5550.0,5550.0,38850.0,Nissan,Ultima,2004,Y,Young Adult,9,20,250/500,1000,1310.076,['roadside assistance'],48858.27,Monday,January,2008
46.0,858060,2004-05-31,IL,250/500,2000.0,1209.07,0,604138,Male,JD,Armed-Forces,Chess,Unmarried,0.0,0,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,5649 Texas Ave,18,1,Yes,0,1,Yes,56430.0,6270.0,6270.0,43890.0,BMW,3 Series,1995,Y,Adult,24,29,500/1000,1500,1209.07,[],55220.93,Saturday,February,2004
41.0,500384,2013-12-18,IL,250/500,2000.0,1241.04,0,431361,Female,Masters,Protective-Serv,Board-Games,Own-Child,0.0,0,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,1220 MLK Ave,16,1,No,2,2,Yes,100210.0,18220.0,18220.0,63770.0,Audi,A5,2014,N,Adult,21,10,500/1000,1500,1241.04,[],98968.96,Sunday,January,2013
30.0,903785,2000-08-24,OH,500/1000,500.0,1757.21,0,477695,Male,High School,Prof-Specialty,Base-Jumping,Wife,46400.0,0,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,1589 Pine St,12,3,No,1,0,Yes,49140.0,5460.0,5460.0,38220.0,Ford,F150,2007,N,Adult,9,17,500/1000,1500,1757.21,[],47382.79,Monday,February,2000
38.0,873859,1992-10-14,OH,250/500,1000.0,802.24,0,612597,Female,College,Other-Service,Paintball,Not-In-Family,0.0,-62500,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,16,1,No,0,1,Unknown,66840.0,16710.0,5570.0,44560.0,Mercedes,E400,2014,N,Adult,19,10,500/1000,1500,802.24,[],66037.76,Monday,February,1992
21.0,204294,1991-11-16,IN,500/1000,1000.0,1342.72,0,445638,Male,Associate,Machine-Op-Inspct,Camping,Wife,0.0,-45300,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,2654 Elm Drive,21,1,Unknown,1,2,Unknown,62460.0,6940.0,6940.0,48580.0,Honda,Accord,2003,N,Young Adult,0,21,250/500,1000,1611.264,['roadside assistance'],61117.28,Tuesday,February,1991
36.0,467106,1995-10-08,OH,100/300,2000.0,1209.41,5000000,476185,Male,JD,Machine-Op-Inspct,Base-Jumping,Wife,0.0,0,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,6681 Texas Ridge,15,3,Yes,0,1,Unknown,62810.0,11420.0,11420.0,39970.0,Nissan,Ultima,1999,N,Adult,17,25,500/1000,1500,1209.41,[],61600.59,Monday,February,1995
33.0,357713,2007-10-28,OH,500/1000,1000.0,1141.71,2000000,435995,Female,JD,Priv-House-Serv,Sleeping,Own-Child,36700.0,-73400,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,7782 Rock St,21,1,Yes,1,2,Unknown,54160.0,6770.0,6770.0,40620.0,Suburu,Legacy,2009,N,Adult,10,15,500/1000,1500,1141.71,[],53018.29,Sunday,January,2007
35.0,890026,2008-05-16,IL,100/300,500.0,1090.03,0,430232,Female,JD,Exec-Managerial,Golf,Unmarried,0.0,-51000,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9286 Oak Ave,1,1,Yes,0,2,No,48400.0,9680.0,4840.0,33880.0,Saab,92x,2005,N,Adult,4,19,500/1000,1500,1090.03,[],47309.97,Friday,January,2008
48.0,751612,2009-06-22,IN,250/500,1000.0,1464.73,3000000,443861,Male,PhD,Exec-Managerial,Golf,Other-Relative,54900.0,-36700,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,8758 5th St,17,3,Unknown,0,0,No,51480.0,5720.0,5720.0,40040.0,Toyota,Highlander,2013,N,Adult,24,11,500/1000,1500,1464.73,[],50015.27,Sunday,January,2009
36.0,876680,2012-05-10,OH,100/300,1000.0,1118.58,0,460801,Female,High School,Prof-Specialty,Board-Games,Husband,0.0,-36600,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,7281 Maple Hwy,5,3,No,2,1,No,51700.0,5170.0,10340.0,36190.0,Saab,95,2003,N,Adult,13,21,500/1000,1500,1118.58,[],50581.42,Thursday,January,2012
58.0,756981,2003-10-02,OH,250/500,2000.0,1117.04,0,605121,Male,MD,Exec-Managerial,Video-Games,Own-Child,0.0,-42700,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,3,Unknown,1,2,Unknown,65520.0,10920.0,5460.0,49140.0,Volkswagen,Jetta,2009,N,Senior,33,15,750/1500,2000,893.6320000000001,['rental car coverage'],64402.96,Thursday,January,2003
31.0,121439,1990-08-02,IN,500/1000,500.0,1257.83,7000000,458622,Male,High School,Farming-Fishing,Reading,Own-Child,40700.0,-41600,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,2,4,No,2,2,No,47700.0,4770.0,9540.0,33390.0,Accura,TL,2011,Y,Adult,13,13,500/1000,1500,1257.83,[],46442.17,Saturday,February,1990
31.0,411289,1997-09-16,OH,250/500,2000.0,1082.72,0,478661,Female,PhD,Machine-Op-Inspct,Video-Games,Not-In-Family,61400.0,-57500,2015-01-15,Vehicle Theft,Unknown,Minor Damage,None,SC,Northbend,4188 Britain Ave,3,1,Yes,2,0,No,5220.0,580.0,580.0,4060.0,Accura,MDX,2015,N,Adult,12,9,500/1000,1500,1082.72,[],4137.28,Thursday,January,1997
57.0,538466,1995-07-29,IN,100/300,1000.0,1191.8,6000000,435299,Male,High School,Protective-Serv,Exercise,Unmarried,55600.0,0,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,6934 Lincoln Ave,19,1,No,1,0,Unknown,73320.0,6110.0,12220.0,54990.0,Ford,Fusion,2012,N,Senior,34,12,750/1500,2000,953.44,['rental car coverage'],72128.2,Tuesday,January,1995
46.0,932097,2005-09-06,IN,100/300,1000.0,1242.02,0,601961,Male,Masters,Adm-Clerical,Dancing,Wife,0.0,-28800,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,17,1,Yes,0,2,Yes,74900.0,14980.0,7490.0,52430.0,Jeep,Grand Cherokee,2003,N,Adult,21,21,500/1000,1500,1242.02,[],73657.98,Sunday,February,2005
27.0,463727,1992-08-05,OH,250/500,500.0,1075.71,0,604328,Female,High School,Prof-Specialty,Dancing,Unmarried,0.0,-47400,2015-02-17,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Columbus,7615 Weaver Drive,7,1,Unknown,0,1,Yes,3190.0,580.0,290.0,2320.0,Saab,95,2015,N,Young Adult,0,9,250/500,1000,1290.852,['roadside assistance'],2114.29,Tuesday,February,1992
